	0
MP:0000310	abnormal lymphopoiesis
MP:0001640	abnormal lymphopoiesis
MP:0001880	abnormal lymphopoiesis
MP:0008110	abnormal lymphopoiesis
MP:0002403	abnormal pre-B cell morphology
MP:0002404	increased intestinal adenoma incidence
MP:0002405	respiratory system inflammation
MP:0002406	increased susceptibility to infection
MP:0002550	increased susceptibility to infection
MP:0003001	increased susceptibility to infection
MP:0002407	abnormal double-negative T cell morphology
MP:0002408	abnormal double-positive T cell morphology
MP:0002409	decreased susceptibility to infection
MP:0002549	decreased susceptibility to infection
MP:0003002	decreased susceptibility to infection
MP:0002410	decreased susceptibility to viral infection
MP:0002411	decreased susceptibility to bacterial infection
MP:0002412	increased susceptibility to bacterial infection
MP:0002413	abnormal megakaryocyte progenitor cell morphology
MP:0002414	abnormal myeloblast morphology/development
MP:0002415	abnormal neutrophil differentiation
MP:0002416	abnormal proerythroblast morphology
MP:0002417	abnormal megakaryocyte morphology
MP:0002418	increased susceptibility to viral infection
MP:0002419	abnormal innate immunity
MP:0002420	abnormal adaptive immunity
MP:0002421	abnormal cell-mediated immunity
MP:0002422	abnormal basophil morphology
MP:0002423	abnormal mast cell physiology
MP:0002424	abnormal reticulocyte morphology
MP:0002425	abnormal susceptibility to autoimmune disorder
MP:0002426	obsolete blood abnormalities
MP:0002427	disproportionate dwarf
MP:0002428	abnormal semicircular canal morphology
MP:0002429	abnormal blood cell morphology/development
MP:0000178	abnormal blood cell morphology/development
MP:0000205	abnormal blood cell morphology/development
MP:0001576	abnormal blood cell morphology/development
MP:0002545	abnormal blood cell morphology/development
MP:0002432	abnormal CD4-positive, alpha beta T cell morphology
MP:0002433	abnormal T-helper 1 cell morphology
MP:0002434	abnormal T-helper 2 cell morphology
MP:0002435	abnormal effector T cell morphology
MP:0002436	abnormal CD8-positive, alpha-beta cytotoxic T cell morphology
MP:0002439	abnormal plasma cell morphology
MP:0002440	abnormal memory B cell morphology
MP:0002441	abnormal granulocyte morphology
MP:0002442	abnormal leukocyte physiology
MP:0002443	abnormal eosinophil differentiation
MP:0002444	abnormal T cell physiology
MP:0002445	abnormal mononuclear cell differentiation
MP:0002446	abnormal macrophage morphology
MP:0002447	abnormal erythrocyte morphology
MP:0002124	abnormal erythrocyte morphology
MP:0002450	abnormal lymph organ development
MP:0002451	abnormal macrophage physiology
MP:0002452	abnormal professional antigen presenting cell physiology
MP:0002453	abnormal B lymphocyte antigen presentation
MP:0002454	abnormal macrophage antigen presentation
MP:0002455	abnormal dendritic cell antigen presentation
MP:0002456	abnormal Langerhans cell antigen presentation
MP:0002458	abnormal B cell number
MP:0002459	abnormal B cell physiology
MP:0002460	decreased immunoglobulin level
MP:0001814	decreased immunoglobulin level
MP:0002461	increased immunoglobulin level
MP:0001811	increased immunoglobulin level
MP:0002462	abnormal granulocyte physiology
MP:0002463	abnormal neutrophil physiology
MP:0002464	abnormal basophil physiology
MP:0002465	abnormal eosinophil physiology
MP:0002467	impaired neutrophil phagocytosis
MP:0002468	obsolete abnormal complement physiology
MP:0002469	obsolete abnormal C1 physiology
MP:0002470	obsolete abnormal C2 physiology
MP:0002471	abnormal complement pathway
MP:0002472	impaired complement alternative pathway
MP:0002473	impaired complement classical pathway
MP:0002474	obsolete abnormal C3 physiology
MP:0002475	obsolete abnormal C4 physiology
MP:0002476	obsolete abnormal C5 physiology
MP:0002477	obsolete abnormal C6 physiology
MP:0002478	obsolete abnormal C7 physiology
MP:0002479	obsolete abnormal C8 physiology
MP:0002480	obsolete abnormal C9 physiology
MP:0002481	obsolete abnormal factor B physiology
MP:0002482	obsolete abnormal factor D physiology
MP:0002483	obsolete abnormal acute phase protein physiology
MP:0002484	obsolete abnormal C-reactive protein physiology
MP:0002485	obsolete abnormal mannose-binding protein physiology
MP:0002486	obsolete abnormal serum amyloid protein physiology
MP:0002487	obsolete abnormal fibrinogen physiology
MP:0002488	obsolete abnormal phagocyte physiology
MP:0002490	abnormal immunoglobulin level
MP:0001810	abnormal immunoglobulin level
MP:0002491	decreased IgD level
MP:0002492	decreased IgE level
MP:0002493	increased IgG level
MP:0001812	increased IgG level
MP:0002494	increased IgM level
MP:0001813	increased IgM level
MP:0002495	increased IgA level
MP:0002496	increased IgD level
MP:0002497	increased IgE level
MP:0002498	abnormal acute inflammation
MP:0002499	chronic inflammation
MP:0002500	granulomatous inflammation
MP:0002501	obsolete abnormal inflammatory mediator physiology
MP:0002502	obsolete abnormal vasoactive mediator physiology
MP:0002503	abnormal histamine physiology
MP:0002504	obsolete abnormal serotonin physiology
MP:0002505	obsolete abnormal bradykinin physiology
MP:0002506	obsolete abnormal anaphylotoxin physiology
MP:0002507	obsolete abnormal C4a physiology
MP:0002508	obsolete abnormal complement 5a physiology
MP:0002509	obsolete abnormal C3a physiology
MP:0002510	obsolete abnormal leukotriene physiology
MP:0002511	obsolete abnormal leukotriene C4 physiology
MP:0002512	obsolete abnormal leukotriene D4 physiology
MP:0002513	obsolete abnormal leukotriene E4 physiology
MP:0002514	obsolete abnormal prostaglandin physiology
MP:0002515	obsolete PGD2
MP:0002516	obsolete abnormal PGE2 physiology
MP:0002517	obsolete abnormal PGI2 physiology
MP:0002518	obsolete abnormal PGF2alpha physiology
MP:0002519	obsolete abnormal thromboxane physiology
MP:0002520	obsolete abnormal TxA2 physiology
MP:0002521	obsolete abnormal platelet activating factor physiology
MP:0002522	obsolete abnormal chemotactic factor physiology
MP:0002523	obsolete abnormal chemotactic complement factor physiology
MP:0002524	obsolete lipoxygenase products
MP:0002525	obsolete abnormal leukotriene B4 physiology
MP:0002526	obsolete abnormal chemokine physiology
MP:0002527	obsolete abnormal interleukin-8 physiology
MP:0002528	obsolete abnormal interleukin-1 physiology
MP:0002529	obsolete abnormal interleukin physiology
MP:0002530	obsolete abnormal tumor necrosis factor physiology
MP:0002531	abnormal type I hypersensitivity reaction
MP:0002532	abnormal type II hypersensitivity reaction
MP:0002533	abnormal type III hypersensitivity reaction
MP:0002534	abnormal type IV hypersensitivity reaction
MP:0002535	obsolete combined T cell/ B cell deficiency
MP:0002536	obsolete severe combined immunodeficiency disease
MP:0002538	obsolete Di George syndrome
MP:0002539	obsolete B cell deficiency
MP:0002540	obsolete congenital X-linked infantile hypogammaglobulinemia
MP:0002541	obsolete selective IgA deficiency
MP:0002543	brachyphalangia
MP:0002544	brachydactyly
MP:0002546	mydriasis
MP:0001321	mydriasis
MP:0002860	mydriasis
MP:0002551	abnormal blood coagulation
MP:0000210	abnormal blood coagulation
MP:0001582	abnormal blood coagulation
MP:0002552	obsolete abnormal response to addictive substance
MP:0002553	preference for addictive substance
MP:0002554	aversion to addictive substance
MP:0002555	addiction
MP:0002556	abnormal cocaine consumption
MP:0002569	abnormal cocaine consumption
MP:0002557	abnormal social/conspecific interaction
MP:0001351	abnormal social/conspecific interaction
MP:0002558	obsolete abnormal circadian period
MP:0002559	obsolete abnormal circadian persistence
MP:0002560	obsolete arrhythmic circadian persistence
MP:0002561	obsolete abnormal circadian phase
MP:0002562	obsolete prolonged circadian period
MP:0002563	obsolete shortened circadian period
MP:0002564	obsolete advanced circadian phase
MP:0002565	obsolete delayed circadian phase
MP:0002566	abnormal sexual interaction
MP:0001369	abnormal sexual interaction
MP:0001370	abnormal sexual interaction
MP:0001374	abnormal sexual interaction
MP:0002567	obsolete abnormal odor preference
MP:0002568	obsolete addiction/drug abuse
MP:0002570	alcohol aversion
MP:0002571	senility
MP:0002572	abnormal emotion/affect behavior
MP:0002573	behavioral despair
MP:0002574	increased vertical activity
MP:0002575	increased circulating ketone body level
MP:0002576	abnormal enamel morphology
MP:0002577	reduced enamel thickness
MP:0002578	impaired ability to fire action potentials
MP:0002579	disorganized secondary lens fibers
MP:0002580	duodenal lesions
MP:0002581	abnormal ileum morphology
MP:0002582	disorganized extraembryonic tissue
MP:0002583	absent extraembryonic ectoderm
MP:0002584	small ectoplacental cone
MP:0002585	obsolete abnormal response/metabolism to xenobiotics
MP:0002586	abnormal platelet volume
MP:0002587	obsolete heart/cardiovascular system: characteristics
MP:0002588	obsolete blood cell characteristics
MP:0002589	obsolete mean corpuscular volume traits
MP:0002590	increased mean corpuscular volume
MP:0002591	decreased mean corpuscular volume
MP:0002592	obsolete mean erythrocyte count traits
MP:0002593	high mean erythrocyte cell number
MP:0002594	low mean erythrocyte cell number
MP:0002596	abnormal hematocrit
MP:0000206	abnormal hematocrit
MP:0001578	abnormal hematocrit
MP:0002597	obsolete platelet traits
MP:0002598	obsolete mean platelet volume traits
MP:0002599	increased mean platelet volume
MP:0002600	obsolete mean leukocyte count traits
MP:0002601	obsolete lymphocyte count traits
MP:0002602	abnormal eosinophil cell number
MP:0002603	obsolete basophil count traits
MP:0002604	obsolete neutrophil count traits
MP:0002605	obsolete monocyte count traits
MP:0002606	increased basophil cell number
MP:0002607	decreased basophil cell number
MP:0002608	increased hematocrit
MP:0000207	increased hematocrit
MP:0001579	increased hematocrit
MP:0002609	obsolete blood physiology traits
MP:0002610	obsolete blood chemistry traits
MP:0002611	obsolete glucose homeostasis traits
MP:0002614	obsolete lipid homeostasis traits
MP:0002619	abnormal lymphocyte morphology
MP:0005063	abnormal lymphocyte morphology
MP:0002620	abnormal monocyte morphology
MP:0002621	delayed neural tube closure
MP:0002622	abnormal cochlear hair cell morphology
MP:0002623	abnormal vestibular hair cell morphology
MP:0002624	abnormal tricuspid valve morphology
MP:0002625	heart left ventricle hypertrophy
MP:0002626	increased heart rate
MP:0002627	increased teratoma incidence
MP:0002628	hepatic steatosis
MP:0002629	hyperactivity elicited by ethanol administration
MP:0002630	abnormal endocochlear potential
MP:0002631	abnormal epididymis morphology
MP:0002632	vestigial tail
MP:0002633	persistent truncus arteriosis
MP:0002634	abnormal sensorimotor gating
MP:0002635	reduced sensorimotor gating
MP:0002636	delayed vaginal opening
MP:0002637	small uterus
MP:0002638	abnormal pupillary reflex
MP:0002639	micrognathia
MP:0002640	reticulocytosis
MP:0002641	anisopoikilocytosis
MP:0002642	anisocytosis
MP:0000246	anisocytosis
MP:0001609	anisocytosis
MP:0002643	poikilocytosis
MP:0002644	decreased circulating triglyceride level
MP:0005143	decreased circulating triglyceride level
MP:0002645	abnormal intestinal cholesterol absorption
MP:0002646	increased intestinal cholesterol absorption
MP:0002647	decreased intestinal cholesterol absorption
MP:0002648	delaminated enamel
MP:0002649	abnormal enamel rod pattern
MP:0002650	abnormal ameloblast morphology
MP:0002651	abnormal sciatic nerve morphology
MP:0002652	thin myocardium
MP:0002653	abnormal ependyma morphology
MP:0002654	spongiform encephalopathy
MP:0002655	abnormal keratinocyte morphology
MP:0002656	abnormal keratinocyte differentiation
MP:0002657	chondrodystrophy
MP:0002658	abnormal liver regeneration
MP:0002659	pituitary gland hypoplasia
MP:0002660	abnormal caput epididymis morphology
MP:0002661	abnormal corpus epididymis morphology
MP:0002662	abnormal cauda epididymis morphology
MP:0002663	absent blastocoele
MP:0002664	decreased circulating adrenocorticotropin level
MP:0002665	decreased circulating corticosterone level
MP:0002666	increased circulating aldosterone level
MP:0002667	decreased circulating aldosterone level
MP:0002668	abnormal circulating potassium level
MP:0002669	abnormal scrotum morphology
MP:0002670	absent scrotum
MP:0002671	belted
MP:0002672	abnormal pharyngeal arch artery morphology
MP:0001617	abnormal pharyngeal arch artery morphology
MP:0001618	abnormal pharyngeal arch artery morphology
MP:0002673	abnormal sperm number
MP:0002674	abnormal sperm motility
MP:0002675	asthenozoospermia
MP:0002676	uterus hyperplasia
MP:0002678	increased follicle recruitment
MP:0002679	abnormal corpus luteum morphology
MP:0002680	decreased corpora lutea number
MP:0002681	increased corpora lutea number
MP:0002682	decreased mature ovarian follicle number
MP:0002683	delayed fertility
MP:0002685	abnormal spermatogonia proliferation
MP:0002686	globozoospermia
MP:0002687	oligozoospermia
MP:0002684	oligozoospermia
MP:0002688	obsolete increased sensitivity to addictive substance
MP:0002689	abnormal molar morphology
MP:0002690	akinesia
MP:0002691	small stomach
MP:0002693	abnormal pancreas physiology
MP:0002694	abnormal pancreas secretion
MP:0002695	abnormal circulating glucagon level
MP:0002696	decreased circulating glucagon level
MP:0002697	abnormal eye size
MP:0002698	abnormal sclera morphology
MP:0002699	abnormal vitreous body morphology
MP:0002700	opacity of vitreous body
MP:0001291	opacity of vitreous body
MP:0002702	decreased circulating free fatty acids level
MP:0002703	abnormal renal tubule morphology
MP:0002704	tubular nephritis
MP:0002705	dilated renal tubules
MP:0002706	abnormal kidney size
MP:0002707	abnormal kidney weight
MP:0002708	nephrolithiasis
MP:0002709	nephrolithiasis
MP:0002710	increased glucagon secretion
MP:0002711	decreased glucagon secretion
MP:0002712	increased circulating glucagon level
MP:0002713	abnormal glycogen catabolism
MP:0002714	increased glycogen catabolism rate
MP:0002715	decreased glycogen catabolism rate
MP:0002716	small male preputial glands
MP:0002717	abnormal male preputial gland morphology
MP:0002718	abnormal inner cell mass morphology
MP:0002720	obsolete urogenital system: dysmorphology
MP:0002719	obsolete urogenital system: dysmorphology
MP:0002721	obsolete abnormal urogenital system physiology
MP:0002722	abnormal immune system organ morphology
MP:0000686	abnormal immune system organ morphology
MP:0002723	abnormal immune serum protein physiology
MP:0002724	enhanced wound healing
MP:0002725	abnormal vein morphology
MP:0002726	abnormal pulmonary vein morphology
MP:0002727	decreased circulating insulin level
MP:0002728	absent tibia
MP:0002729	abnormal inner ear canal morphology
MP:0002730	head shaking
MP:0002731	megacolon
MP:0002732	increased trichoepithelioma incidence
MP:0002733	abnormal thermal nociception
MP:0001972	abnormal thermal nociception
MP:0002734	abnormal mechanical nociception
MP:0002737	abnormal mechanical nociception
MP:0002735	abnormal chemical nociception
MP:0002736	abnormal nociception after inflammation
MP:0002738	hyperresponsive to tactile stimuli
MP:0002739	abnormal olfactory bulb development
MP:0002740	heart hypoplasia
MP:0002741	small olfactory bulb
MP:0002742	enlarged submandibular lymph nodes
MP:0002743	glomerulonephritis
MP:0002745	abnormal atrioventricular valve morphology
MP:0002746	abnormal semilunar valve morphology
MP:0002747	abnormal aortic valve morphology
MP:0002748	abnormal pulmonary valve morphology
MP:0002750	exophthalmos
MP:0006196	exophthalmos
MP:0002751	abnormal autonomic nervous system morphology
MP:0002752	abnormal somatic nervous system morphology
MP:0002753	dilated heart left ventricle
MP:0002754	dilated heart right ventricle
MP:0002756	obsolete decreased pyramidal neuron number
MP:0002757	decreased vertical activity
MP:0001420	decreased vertical activity
MP:0002758	long tail
MP:0002759	abnormal caudal vertebrae morphology
MP:0000456	abnormal caudal vertebrae morphology
MP:0002760	obsolete ectopic pyramidal neurons
MP:0002761	abnormal hippocampal mossy fiber morphology
MP:0002762	ectopic cerebellar granule cells
MP:0002763	ectopic Bergmann glia cells
MP:0002764	short tibia
MP:0002765	short fibula
MP:0002766	situs inversus
MP:0002767	situs ambiguus
MP:0002768	small adrenal glands
MP:0002769	abnormal vas deferens morphology
MP:0002770	absent bulbourethral gland
MP:0002771	absent prostate gland anterior lobe
MP:0002772	brachypodia
MP:0002773	decreased circulating luteinizing hormone level
MP:0002774	small prostate gland
MP:0002776	increased Sertoli cell number
MP:0002777	absent ovarian follicles
MP:0002778	meroanencephaly
MP:0002779	abnormal sex gland secretion
MP:0002780	decreased circulating testosterone level
MP:0002781	increased circulating testosterone level
MP:0002782	abnormal testes secretion
MP:0002783	abnormal ovarian secretion
MP:0002784	abnormal Sertoli cell morphology
MP:0002785	absent Leydig cells
MP:0002786	abnormal Leydig cell morphology
MP:0002787	pseudohermaphroditism
MP:0002788	female pseudohermaphroditism
MP:0002789	male pseudohermaphroditism
MP:0002790	decreased circulating follicle stimulating hormone level
MP:0002791	steatorrhea
MP:0002792	abnormal retinal vasculature morphology
MP:0006189	abnormal retinal vasculature morphology
MP:0002794	lenticonus
MP:0002795	dilated cardiomyopathy
MP:0002796	impaired skin barrier function
MP:0002797	increased thigmotaxis
MP:0002798	abnormal active avoidance behavior
MP:0002799	abnormal passive avoidance behavior
MP:0002800	abnormal short term object recognition memory
MP:0002801	abnormal long term object recognition memory
MP:0002802	abnormal discrimination learning
MP:0002803	abnormal operant conditioning behavior
MP:0002804	abnormal motor learning
MP:0002805	abnormal conditioned taste aversion behavior
MP:0002806	abnormal conditioned emotional response
MP:0002807	abnormal eye blink conditioning behavior
MP:0002808	abnormal barbering behavior
MP:0002809	increased spinal cord size
MP:0002810	microcytic anemia
MP:0002811	macrocytic anemia
MP:0002812	spherocytosis
MP:0002813	microcytosis
MP:0002814	hyperchromasia
MP:0002816	colitis
MP:0002817	abnormal tooth mineralization
MP:0002818	abnormal dentin morphology
MP:0002819	abnormal dental pulp cavity morphology
MP:0002820	abnormal premaxilla morphology
MP:0002822	catalepsy
MP:0002823	abnormal rib development
MP:0002824	abnormal chorioallantoic fusion
MP:0002825	abnormal notochord morphology
MP:0002826	tonic seizures
MP:0002827	abnormal renal corpuscle morphology
MP:0002828	abnormal renal glomerular capsule morphology
MP:0002829	abnormal juxtaglomerular apparatus morphology
MP:0002830	gallstones
MP:0002831	absent Peyer's patches
MP:0002832	coarse hair
MP:0002833	increased heart weight
MP:0002834	decreased heart weight
MP:0002835	abnormal cranial suture morphology
MP:0002836	abnormal chorion morphology
MP:0002837	dystrophic cardiac calcinosis
MP:0002838	decreased susceptibility to dystrophic cardiac calcinosis
MP:0002839	increased susceptibility to dystrophic cardiac calcinosis
MP:0002840	abnormal lens fiber morphology
MP:0002841	impaired skeletal muscle contractility
MP:0000739	impaired skeletal muscle contractility
MP:0002842	increased systemic arterial blood pressure
MP:0002843	decreased systemic arterial blood pressure
MP:0002844	aortic hypertrophy
MP:0002845	abnormal aortic weight
MP:0002846	abnormal aortic mass
MP:0002847	abnormal renal glomerular filtration rate
MP:0002848	obsolete increased surface glomeruli
MP:0002849	abnormal saccharin consumption
MP:0002850	saccharin preference
MP:0002851	abnormal circulating sulfate level
MP:0002852	hypersulfatemia
MP:0002853	hyposulfatemia
MP:0002855	abnormal cochlear ganglion morphology
MP:0002856	abnormal vestibular ganglion morphology
MP:0002857	cochlear ganglion degeneration
MP:0002858	abnormal posterior semicircular canal morphology
MP:0002859	abnormal inner ear canal fusion
MP:0002861	abnormal tail bud morphology
MP:0002862	abnormal righting response
MP:0002863	improved righting response
MP:0002864	abnormal ocular fundus morphology
MP:0002865	increased growth rate
MP:0002866	abnormal glutamic acid decarboxylase level
MP:0002867	increased glutamic acid decarboxylase level
MP:0002868	decreased glutamic acid decarboxylase level
MP:0002869	increased anti-insulin autoantibody level
MP:0002870	decreased anti-insulin autoantibody level
MP:0002871	albuminuria
MP:0005539	albuminuria
MP:0002872	polycythemia
MP:0002873	normal phenotype
MP:0002874	decreased hemoglobin content
MP:0002875	decreased erythrocyte cell number
MP:0002876	abnormal thyroid gland physiology
MP:0002877	abnormal melanocyte morphology
MP:0002878	abnormal corticospinal tract morphology
MP:0002879	increased cellular sensitivity to X-ray irradiation
MP:0002880	opisthotonus
MP:0002881	long hair
MP:0002882	abnormal neuron morphology
MP:0002883	chromatolysis
MP:0002884	abnormal pharyngeal arch morphology
MP:0002885	abnormal AMPA-mediated synaptic currents
MP:0002886	abnormal glutamate-mediated receptor currents
MP:0002887	decreased susceptibility to pharmacologically induced seizures
MP:0002888	abnormal NMDA-mediated synaptic currents
MP:0002891	increased insulin sensitivity
MP:0002892	decreased superior colliculus size
MP:0002893	ketoaciduria
MP:0002894	abnormal otolith morphology
MP:0002895	abnormal otolithic membrane morphology
MP:0002896	abnormal bone mineralization
MP:0002897	blotchy skin
MP:0002898	absent cartilage
MP:0002899	fatigue
MP:0002900	abnormal urine phosphate level
MP:0002901	increased urine phosphate level
MP:0002902	decreased urine phosphate level
MP:0002903	abnormal circulating parathyroid hormone level
MP:0002904	increased circulating parathyroid hormone level
MP:0002905	decreased circulating parathyroid hormone level
MP:0002906	increased susceptibility to pharmacologically induced seizures
MP:0002907	abnormal parturition
MP:0002908	delayed wound healing
MP:0002909	abnormal adrenal gland physiology
MP:0002910	abnormal excitatory postsynaptic currents
MP:0002911	abnormal inhibitory postsynaptic potential
MP:0002912	abnormal excitatory postsynaptic potential
MP:0002913	abnormal PNS synaptic transmission
MP:0002914	abnormal endplate potential
MP:0002915	abnormal synaptic depression
MP:0002916	increased synaptic depression
MP:0002917	decreased synaptic depression
MP:0002918	abnormal paired-pulse facilitation
MP:0002919	enhanced paired-pulse facilitation
MP:0002920	decreased paired-pulse facilitation
MP:0002921	abnormal post-tetanic potentiation
MP:0002922	decreased post-tetanic potentiation
MP:0002923	increased post-tetanic potentiation
MP:0002924	delayed CNS synapse formation
MP:0002925	abnormal cardiovascular development
MP:0002926	aganglionic megacolon
MP:0002927	toxic megacolon
MP:0002928	abnormal bile duct morphology
MP:0002929	abnormal bile duct development
MP:0002930	obsolete hair cell degeneration
MP:0002931	glutaricadicuria
MP:0002932	abnormal joint morphology
MP:0002933	joint inflammation
MP:0002934	acute joint inflammation
MP:0002935	chronic joint inflammation
MP:0002936	joint swelling
MP:0002937	synovial hyperemia
MP:0002938	white spotting
MP:0002939	head spot
MP:0002940	variable body spotting
MP:0000369	variable body spotting
MP:0002941	increased circulating alanine transaminase level
MP:0002942	decreased circulating alanine transaminase level
MP:0002943	abnormal lactate dehydrogenase level
MP:0002944	increased lactate dehydrogenase level
MP:0002945	abnormal inhibitory postsynaptic currents
MP:0002946	delayed axon extension
MP:0002947	increased hemangioma incidence
MP:0002948	abnormal neuron specification
MP:0002949	obsolete abnormal neural crest cells
MP:0002950	abnormal neural crest cell migration
MP:0002951	small thyroid gland
MP:0002952	ventricular cardiomyopathy
MP:0002953	thick ventricular wall
MP:0002954	obsolete abnormal aerobic energy metabolism
MP:0005622	obsolete abnormal aerobic energy metabolism
MP:0002955	increased compensatory renal growth
MP:0002956	decreased compensatory renal growth
MP:0002957	increased intestinal adenocarcinoma incidence
MP:0002958	cerebral aqueductal stenosis
MP:0002959	increased urine microalbumin level
MP:0002960	decreased urine microalbumin level
MP:0002961	abnormal axon guidance
MP:0002962	increased urine protein level
MP:0005160	increased urine protein level
MP:0002963	decreased urine protein level
MP:0002964	aortic elastic tissue lesions
MP:0002965	increased circulating serum albumin level
MP:0002966	decreased circulating alkaline phosphatase level
MP:0002967	decreased circulating alkaline phosphatase level
MP:0002968	increased circulating alkaline phosphatase level
MP:0002775	increased circulating alkaline phosphatase level
MP:0002969	impaired social transmission of food preference
MP:0002970	abnormal white adipose tissue morphology
MP:0002971	abnormal brown adipose tissue morphology
MP:0002972	abnormal cardiac muscle contractility
MP:0002975	vascular smooth muscle hypertrophy
MP:0002976	vascular smooth muscle hypotrophy
MP:0002977	obsolete abnormal patterning of the aortic arch
MP:0002978	absent otoliths
MP:0002979	obsolete abnormal vestibular response
MP:0002980	abnormal postural reflex
MP:0002981	increased liver weight
MP:0002982	abnormal primordial germ cell migration
MP:0002983	increased retinal ganglion cell number
MP:0002984	retina hypoplasia
MP:0002985	abnormal urine calcium level
MP:0002986	decreased urine calcium level
MP:0002987	abnormal urine osmolality
MP:0002988	decreased urine osmolality
MP:0002989	small kidney
MP:0002990	short ureter
MP:0002991	abnormal sebaceous gland physiology
MP:0002992	abnormal sebaceous lipid secretion
MP:0002993	arthritis
MP:0002995	primary sex reversal
MP:0002996	ovotestis
MP:0002997	enlarged seminal vesicle
MP:0002998	abnormal bone remodeling
MP:0002999	abnormal bone healing
MP:0003005	abnormal hippocampal fimbria morphology
MP:0003006	abnormal hippocampal fornix morphology
MP:0003007	ectopic thymus
MP:0003008	enhanced long term potentiation
MP:0003009	abnormal cytokine secretion
MP:0003010	decreased mortality induced by ionizing radiation
MP:0003011	delayed dark adaptation
MP:0003012	no phenotypic analysis
MP:0003014	abnormal kidney medulla morphology
MP:0003015	abnormal circulating bicarbonate level
MP:0003016	increased circulating bicarbonate level
MP:0003017	decreased circulating bicarbonate level
MP:0003018	abnormal circulating chloride level
MP:0003019	increased circulating chloride level
MP:0003020	decreased circulating chloride level
MP:0003021	abnormal coronary flow rate
MP:0003022	increased coronary flow rate
MP:0003023	decreased coronary flow rate
MP:0003024	coronary artery stenosis
MP:0003025	increased vasoconstriction
MP:0005588	increased vasoconstriction
MP:0003026	decreased vasoconstriction
MP:0005589	decreased vasoconstriction
MP:0003027	abnormal blood pH regulation
MP:0003028	alkalosis
MP:0003029	alkalemia
MP:0003030	acidemia
MP:0003031	acidosis
MP:0003032	hypocapnia
MP:0003033	abnormal pulmonary vascular resistance
MP:0003034	increased pulmonary vascular resistance
MP:0003035	decreased pulmonary vascular resistance
MP:0003036	vertebral transformation
MP:0000144	vertebral transformation
MP:0000145	vertebral transformation
MP:0000146	vertebral transformation
MP:0000147	vertebral transformation
MP:0003037	increased myocardial infarct size
MP:0003038	decreased myocardial infarct size
MP:0003039	increased time of peak ischemic contracture
MP:0003040	decreased time of peak ischemic contracture
MP:0003041	increased time of onset of induced ischemic contracture
MP:0003042	decreased time of onset of induced ischemic contracture
MP:0003043	hypoalgesia
MP:0003044	impaired basement membrane formation
MP:0003045	obsolete fibrosis
MP:0003046	liver cirrhosis
MP:0003047	abnormal thoracic vertebrae morphology
MP:0003048	abnormal cervical vertebrae morphology
MP:0003049	abnormal lumbar vertebrae morphology
MP:0003050	abnormal sacral vertebrae morphology
MP:0003051	curly tail
MP:0003052	omphalocele
MP:0003053	delayed tooth eruption
MP:0003054	spina bifida
MP:0003055	abnormal long bone epiphyseal plate morphology
MP:0003056	abnormal hyoid bone morphology
MP:0003057	abnormal epicardium morphology
MP:0003058	increased insulin secretion
MP:0003059	decreased insulin secretion
MP:0003060	increased aerobic running capacity
MP:0003061	decreased aerobic running capacity
MP:0003062	abnormal coping response
MP:0003063	increased coping response
MP:0003064	decreased coping response
MP:0003065	abnormal liver copper level
MP:0003066	increased liver copper level
MP:0003067	decreased liver copper level
MP:0003068	enlarged kidney
MP:0003069	abnormal superior semicircular canal morphology
MP:0003070	increased vascular permeability
MP:0003071	decreased vascular permeability
MP:0003072	abnormal metatarsal bone morphology
MP:0003073	abnormal metacarpal bone morphology
MP:0003074	absent metacarpal bones
MP:0003075	abnormal response to CNS ischemic injury
MP:0003076	increased susceptibility to ischemic brain injury
MP:0006081	increased susceptibility to ischemic brain injury
MP:0003077	abnormal cell cycle
MP:0003078	aphakia
MP:0003079	decreased susceptibility to induced joint inflammation
MP:0003080	increased natural killer cell mediated cytotoxicity
MP:0003081	abnormal soleus morphology
MP:0003082	abnormal gastrocnemius morphology
MP:0003083	abnormal tibialis anterior morphology
MP:0003084	abnormal skeletal muscle fiber morphology
MP:0003085	abnormal egg cylinder morphology
MP:0003086	hydromyelia
MP:0003087	absent allantois
MP:0003088	abnormal prepulse inhibition
MP:0003089	decreased skin tensile strength
MP:0003090	abnormal muscle precursor cell migration
MP:0003091	abnormal cell migration
MP:0003092	decreased corneal stroma thickness
MP:0003093	abnormal cornea anterior stroma morphology
MP:0003094	abnormal cornea posterior stroma morphology
MP:0003095	abnormal corneal stroma development
MP:0003096	increased corneal light-scattering
MP:0003097	abnormal tendon stiffness
MP:0003098	decreased tendon stiffness
MP:0003099	retinal detachment
MP:0003100	myopia
MP:0003101	high myopia
MP:0003102	sclera thinning
MP:0003103	liver degeneration
MP:0003104	acrania
MP:0003105	abnormal heart atrium morphology
MP:0003106	abnormal fear-related response
MP:0003107	abnormal response to novelty
MP:0003108	short zygomatic bone
MP:0003109	short femur
MP:0003110	absent malleus processus brevis
MP:0003111	abnormal cell nucleus morphology
MP:0003112	enlarged parathyroid gland
MP:0003113	small parathyroid gland
MP:0003114	pigmented parathyroid gland
MP:0003115	abnormal respiratory system development
MP:0003116	rickets
MP:0003118	obsolete abnormal tracheal-bronchial branching morphogenesis
MP:0003119	abnormal digestive system development
MP:0003120	abnormal tracheal cartilage morphology
MP:0003121	genetic imprinting
